,Roll,Eng,Math,Sci,Total,Avg,Grade
925379,288313,97,96,85,278,92.66666666666667,A+
925681,224984,91,97,90,278,92.66666666666667,A+
925719,1045974,79,95,97,271,90.33333333333333,A+
925824,343989,95,94,99,288,96.0,A+
925939,114949,94,94,94,282,94.0,A+
926236,312256,95,93,82,270,90.0,A+
926245,144473,99,83,88,270,90.0,A+
926334,641165,92,87,91,270,90.0,A+
926375,454728,100,95,91,286,95.33333333333333,A+
926413,556827,79,99,97,275,91.66666666666667,A+
927463,872235,86,96,89,271,90.33333333333333,A+
927615,786265,99,98,89,286,95.33333333333333,A+
928167,735799,95,80,95,270,90.0,A+
928390,1016339,81,97,99,277,92.33333333333333,A+
928562,643085,99,82,98,279,93.0,A+
928735,575823,95,93,82,270,90.0,A+
929110,576973,95,91,84,270,90.0,A+
929140,92492,92,86,100,278,92.66666666666667,A+
929400,149995,92,93,100,285,95.0,A+
929597,565698,88,97,87,272,90.66666666666667,A+
930437,212383,99,93,97,289,96.33333333333333,A+
930652,896356,92,89,94,275,91.66666666666667,A+
930744,556687,95,88,96,279,93.0,A+
930814,90437,78,100,99,277,92.33333333333333,A+
931288,649273,93,95,96,284,94.66666666666667,A+
931623,573647,78,94,100,272,90.66666666666667,A+
931663,592222,93,86,98,277,92.33333333333333,A+
931757,876393,86,99,94,279,93.0,A+
932000,36480,98,99,85,282,94.0,A+
932051,511698,98,95,82,275,91.66666666666667,A+
932200,371766,76,95,100,271,90.33333333333333,A+
932311,355539,77,100,95,272,90.66666666666667,A+
932574,192891,81,93,97,271,90.33333333333333,A+
932876,674475,100,88,95,283,94.33333333333333,A+
933069,121020,85,97,91,273,91.0,A+
933159,458800,90,90,91,271,90.33333333333333,A+
933193,18670,97,94,90,281,93.66666666666667,A+
933361,655032,85,99,87,271,90.33333333333333,A+
933564,448082,82,95,99,276,92.0,A+
933643,839537,97,100,98,295,98.33333333333333,A+
934063,938916,85,100,89,274,91.33333333333333,A+
934268,190702,91,96,92,279,93.0,A+
934288,521610,90,98,98,286,95.33333333333333,A+
934315,31436,79,96,96,271,90.33333333333333,A+
934434,734864,89,91,100,280,93.33333333333333,A+
934488,584225,85,89,97,271,90.33333333333333,A+
934669,295456,78,95,99,272,90.66666666666667,A+
934945,787818,95,84,100,279,93.0,A+
935084,381053,83,91,99,273,91.0,A+
935644,72956,96,97,84,277,92.33333333333333,A+
935789,752997,100,99,77,276,92.0,A+
935804,178382,100,93,91,284,94.66666666666667,A+
936144,1023566,81,97,95,273,91.0,A+
936176,520216,90,100,99,289,96.33333333333333,A+
936415,768559,98,92,97,287,95.66666666666667,A+
936628,192048,88,83,99,270,90.0,A+
936730,894753,93,92,90,275,91.66666666666667,A+
936736,177992,91,93,100,284,94.66666666666667,A+
936902,696919,99,87,90,276,92.0,A+
937009,129500,84,95,91,270,90.0,A+
937109,427520,98,84,94,276,92.0,A+
937554,379799,84,94,95,273,91.0,A+
937743,932282,100,88,86,274,91.33333333333333,A+
938052,253501,89,94,100,283,94.33333333333333,A+
938165,313730,97,99,89,285,95.0,A+
938434,312771,86,90,95,271,90.33333333333333,A+
938686,376705,95,99,87,281,93.66666666666667,A+
938955,291934,95,88,100,283,94.33333333333333,A+
939098,384550,100,86,92,278,92.66666666666667,A+
939229,203677,88,87,97,272,90.66666666666667,A+
939267,98814,77,99,97,273,91.0,A+
939530,564549,88,99,86,273,91.0,A+
939880,21910,95,89,92,276,92.0,A+
940060,1016479,81,97,95,273,91.0,A+
940066,764016,97,89,98,284,94.66666666666667,A+
940077,918385,100,86,99,285,95.0,A+
940152,909066,93,93,86,272,90.66666666666667,A+
940192,22656,98,99,85,282,94.0,A+
940512,534627,81,100,99,280,93.33333333333333,A+
940898,94485,100,83,94,277,92.33333333333333,A+
940939,172794,100,91,93,284,94.66666666666667,A+
941081,12587,87,91,99,277,92.33333333333333,A+
941152,111660,92,88,100,280,93.33333333333333,A+
941444,48929,94,88,100,282,94.0,A+
941761,983732,82,95,93,270,90.0,A+
941845,675368,96,76,99,271,90.33333333333333,A+
941880,975398,92,97,86,275,91.66666666666667,A+
941952,1015141,94,77,99,270,90.0,A+
942230,577457,94,87,100,281,93.66666666666667,A+
942279,1033977,98,94,78,270,90.0,A+
942467,24454,94,85,93,272,90.66666666666667,A+
942905,250492,87,89,97,273,91.0,A+
943001,482338,91,99,80,270,90.0,A+
943389,907936,90,82,99,271,90.33333333333333,A+
943745,702960,83,99,95,277,92.33333333333333,A+
943826,755071,95,82,97,274,91.33333333333333,A+
944249,675984,94,100,78,272,90.66666666666667,A+
944437,322058,78,97,99,274,91.33333333333333,A+
944443,993692,92,99,97,288,96.0,A+
944463,466302,89,88,99,276,92.0,A+
944605,265453,99,100,81,280,93.33333333333333,A+
945047,1037646,99,97,87,283,94.33333333333333,A+
945464,155271,93,97,92,282,94.0,A+
945852,21842,96,90,84,270,90.0,A+
945982,1017385,81,95,99,275,91.66666666666667,A+
946373,250883,97,90,88,275,91.66666666666667,A+
946533,120781,94,97,90,281,93.66666666666667,A+
946809,306992,97,99,89,285,95.0,A+
946873,573940,96,95,86,277,92.33333333333333,A+
946927,866024,94,92,96,282,94.0,A+
947091,557726,85,87,99,271,90.33333333333333,A+
947264,366177,91,82,97,270,90.0,A+
947367,397928,94,97,93,284,94.66666666666667,A+
947985,299754,79,99,99,277,92.33333333333333,A+
948353,1033488,98,94,82,274,91.33333333333333,A+
948384,8832,98,99,85,282,94.0,A+
948451,739339,91,97,90,278,92.66666666666667,A+
948628,682741,75,98,98,271,90.33333333333333,A+
949073,597358,94,90,94,278,92.66666666666667,A+
949277,760848,99,96,85,280,93.33333333333333,A+
949320,537500,98,98,81,277,92.33333333333333,A+
949361,56608,94,88,98,280,93.33333333333333,A+
949426,706629,99,91,99,289,96.33333333333333,A+
949503,31601,100,73,99,272,90.66666666666667,A+
949574,727055,100,95,83,278,92.66666666666667,A+
949623,496413,100,98,75,273,91.0,A+
949659,657331,84,95,91,270,90.0,A+
949873,110400,84,91,99,274,91.33333333333333,A+
950399,747881,96,82,96,274,91.33333333333333,A+
950503,779723,80,98,99,277,92.33333333333333,A+
950699,941771,83,94,97,274,91.33333333333333,A+
950824,829681,87,96,96,279,93.0,A+
950992,717934,82,97,97,276,92.0,A+
951293,935694,98,81,98,277,92.33333333333333,A+
951345,882011,94,92,84,270,90.0,A+
951471,313828,88,99,94,281,93.66666666666667,A+
951572,360718,96,99,99,294,98.0,A+
951585,495227,100,99,79,278,92.66666666666667,A+
951625,148845,93,95,98,286,95.33333333333333,A+
951683,600005,93,85,97,275,91.66666666666667,A+
951965,283833,87,91,97,275,91.66666666666667,A+
952204,990658,100,96,77,273,91.0,A+
952220,290552,98,100,100,298,99.33333333333333,A+
952770,996162,97,86,88,271,90.33333333333333,A+
953123,456079,90,92,100,282,94.0,A+
953147,455357,100,96,83,279,93.0,A+
953402,953931,93,99,82,274,91.33333333333333,A+
953428,32530,97,95,84,276,92.0,A+
953551,850806,95,94,97,286,95.33333333333333,A+
953584,904536,95,99,87,281,93.66666666666667,A+
953604,85625,87,99,85,271,90.33333333333333,A+
953723,896704,77,100,99,276,92.0,A+
953780,119840,94,98,93,285,95.0,A+
953789,58283,94,87,89,270,90.0,A+
953810,231728,99,97,87,283,94.33333333333333,A+
954067,836914,96,96,89,281,93.66666666666667,A+
954149,527657,99,99,96,294,98.0,A+
954156,54853,92,80,99,271,90.33333333333333,A+
954280,533802,99,100,98,297,99.0,A+
954362,1030615,96,85,96,277,92.33333333333333,A+
954498,394430,92,92,94,278,92.66666666666667,A+
954644,944333,94,100,95,289,96.33333333333333,A+
954699,594294,96,96,82,274,91.33333333333333,A+
954790,24190,98,98,81,277,92.33333333333333,A+
954861,123918,93,93,90,276,92.0,A+
954872,231171,100,99,83,282,94.0,A+
954925,855825,93,88,92,273,91.0,A+
954929,316476,87,94,98,279,93.0,A+
955201,436349,97,81,93,271,90.33333333333333,A+
955501,357942,92,85,95,272,90.66666666666667,A+
955698,503341,95,84,100,279,93.0,A+
955784,524160,98,94,97,289,96.33333333333333,A+
955926,1047208,98,94,80,272,90.66666666666667,A+
956134,169474,83,98,89,270,90.0,A+
956297,262225,88,92,97,277,92.33333333333333,A+
956299,936121,92,93,88,273,91.0,A+
956576,1043583,99,99,85,283,94.33333333333333,A+
956622,118782,77,100,99,276,92.0,A+
956730,755420,95,81,97,273,91.0,A+
956855,532608,97,95,82,274,91.33333333333333,A+
956886,968820,89,85,97,271,90.33333333333333,A+
957021,1023988,89,95,100,284,94.66666666666667,A+
957246,220649,89,92,96,277,92.33333333333333,A+
957259,199958,100,95,76,271,90.33333333333333,A+
957469,1023504,90,99,84,273,91.0,A+
957771,265270,89,98,94,281,93.66666666666667,A+
957888,750681,97,89,94,280,93.33333333333333,A+
957996,856565,87,99,88,274,91.33333333333333,A+
958105,985298,96,80,97,273,91.0,A+
958289,82862,93,90,98,281,93.66666666666667,A+
958316,281497,88,94,100,282,94.0,A+
958330,193392,99,92,87,278,92.66666666666667,A+
958409,108694,100,84,88,272,90.66666666666667,A+
958462,93445,94,95,97,286,95.33333333333333,A+
958497,87851,100,82,96,278,92.66666666666667,A+
958500,420819,99,85,88,272,90.66666666666667,A+
958584,693643,100,90,95,285,95.0,A+
958724,426169,93,97,90,280,93.33333333333333,A+
958817,192383,100,95,81,276,92.0,A+
958856,1024831,98,94,93,285,95.0,A+
958863,790050,94,82,95,271,90.33333333333333,A+
958997,296024,96,93,97,286,95.33333333333333,A+
959064,100385,100,84,98,282,94.0,A+
959307,330134,96,96,84,276,92.0,A+
959346,65730,96,96,89,281,93.66666666666667,A+
959741,958750,93,100,93,286,95.33333333333333,A+
959982,902024,95,100,99,294,98.0,A+
960095,425527,90,87,99,276,92.0,A+
960118,919894,94,98,82,274,91.33333333333333,A+
960550,993093,98,89,97,284,94.66666666666667,A+
961053,57073,96,97,99,292,97.33333333333333,A+
961202,165286,92,94,88,274,91.33333333333333,A+
961355,460310,92,98,92,282,94.0,A+
961481,97622,84,89,99,272,90.66666666666667,A+
961566,86591,92,85,95,272,90.66666666666667,A+
961781,738502,91,97,94,282,94.0,A+
962097,692731,91,93,94,278,92.66666666666667,A+
962113,256301,90,100,99,289,96.33333333333333,A+
962169,780016,99,98,85,282,94.0,A+
962191,176498,93,99,78,270,90.0,A+
962375,327714,93,87,100,280,93.33333333333333,A+
962455,578446,97,97,91,285,95.0,A+
963306,783355,88,93,91,272,90.66666666666667,A+
963403,590486,87,99,100,286,95.33333333333333,A+
963537,33142,93,82,97,272,90.66666666666667,A+
963690,653363,94,99,93,286,95.33333333333333,A+
963843,497661,98,92,99,289,96.33333333333333,A+
964263,1018759,99,96,78,273,91.0,A+
964453,432173,92,97,97,286,95.33333333333333,A+
964569,522790,80,98,97,275,91.66666666666667,A+
964690,129464,84,94,97,275,91.66666666666667,A+
964768,1029759,99,98,85,282,94.0,A+
964947,570266,94,88,98,280,93.33333333333333,A+
965069,44172,100,75,95,270,90.0,A+
965236,779355,99,100,79,278,92.66666666666667,A+
965248,715733,74,100,98,272,90.66666666666667,A+
965317,421027,83,94,97,274,91.33333333333333,A+
965925,752649,100,99,77,276,92.0,A+
966126,827144,97,99,91,287,95.66666666666667,A+
966497,567135,97,96,78,271,90.33333333333333,A+
966624,384067,94,96,99,289,96.33333333333333,A+
966759,259204,99,100,77,276,92.0,A+
967083,803531,87,93,97,277,92.33333333333333,A+
967153,43768,88,98,92,278,92.66666666666667,A+
967523,334451,93,87,100,280,93.33333333333333,A+
967556,465152,89,90,97,276,92.0,A+
967713,953706,89,86,99,274,91.33333333333333,A+
967749,231483,99,97,89,285,95.0,A+
967868,601650,86,94,97,277,92.33333333333333,A+
968539,204911,91,97,86,274,91.33333333333333,A+
968690,211050,97,87,86,270,90.0,A+
968769,965836,93,100,93,286,95.33333333333333,A+
968904,182148,99,90,82,271,90.33333333333333,A+
969232,832818,86,91,95,272,90.66666666666667,A+
969245,319729,88,99,98,285,95.0,A+
969504,122696,93,92,100,285,95.0,A+
969697,108199,76,95,100,271,90.33333333333333,A+
970142,254967,89,95,87,271,90.33333333333333,A+
971122,351777,95,97,78,270,90.0,A+
971189,81810,100,81,96,277,92.33333333333333,A+
971374,978224,99,90,97,286,95.33333333333333,A+
971475,184179,100,94,93,287,95.66666666666667,A+
971521,135993,99,85,88,272,90.66666666666667,A+
971642,38320,88,96,89,273,91.0,A+
971663,442946,97,81,98,276,92.0,A+
971701,121778,91,84,97,272,90.66666666666667,A+
972270,752264,100,98,83,281,93.66666666666667,A+
972291,315277,100,75,97,272,90.66666666666667,A+
972332,629621,94,96,80,270,90.0,A+
972336,871612,95,95,95,285,95.0,A+
972514,970092,100,92,97,289,96.33333333333333,A+
972692,180822,99,90,90,279,93.0,A+
972767,977423,99,92,95,286,95.33333333333333,A+
972786,886121,76,95,100,271,90.33333333333333,A+
972960,1015935,100,98,85,283,94.33333333333333,A+
972997,699011,82,94,95,271,90.33333333333333,A+
973005,193148,99,92,89,280,93.33333333333333,A+
973112,503879,98,95,89,282,94.0,A+
973180,970862,100,93,85,278,92.66666666666667,A+
973221,686801,100,91,93,284,94.66666666666667,A+
973310,741925,99,93,82,274,91.33333333333333,A+
973450,1025516,80,94,99,273,91.0,A+
973534,840571,94,89,98,281,93.66666666666667,A+
973645,565411,94,86,93,273,91.0,A+
973741,113066,94,96,99,289,96.33333333333333,A+
973759,877757,95,95,97,287,95.66666666666667,A+
974067,435908,100,92,91,283,94.33333333333333,A+
974137,780316,96,87,92,275,91.66666666666667,A+
974889,689595,93,97,94,284,94.66666666666667,A+
975195,236815,82,100,95,277,92.33333333333333,A+
975396,355955,92,87,98,277,92.33333333333333,A+
975564,621447,86,97,89,272,90.66666666666667,A+
975782,938781,94,99,91,284,94.66666666666667,A+
976071,547129,97,94,82,273,91.0,A+
976449,181421,93,100,91,284,94.66666666666667,A+
976503,511021,95,83,98,276,92.0,A+
976524,666227,98,80,93,271,90.33333333333333,A+
976865,980070,98,87,98,283,94.33333333333333,A+
976968,996699,100,98,77,275,91.66666666666667,A+
977084,806258,96,90,86,272,90.66666666666667,A+
977238,12941,96,91,96,283,94.33333333333333,A+
977339,888676,93,90,96,279,93.0,A+
977446,736997,98,89,90,277,92.33333333333333,A+
977639,468332,82,97,93,272,90.66666666666667,A+
977983,780805,96,87,88,271,90.33333333333333,A+
978048,100214,86,97,93,276,92.0,A+
978069,413696,99,84,94,277,92.33333333333333,A+
978763,911445,94,97,97,288,96.0,A+
979365,846929,95,92,84,271,90.33333333333333,A+
979908,312789,97,100,91,288,96.0,A+
980284,484314,96,82,95,273,91.0,A+
980433,886677,91,82,99,272,90.66666666666667,A+
980441,690182,83,97,95,275,91.66666666666667,A+
980508,846336,95,93,86,274,91.33333333333333,A+
980560,508806,100,99,81,280,93.33333333333333,A+
980591,354016,96,100,93,289,96.33333333333333,A+
981152,1002111,100,98,85,283,94.33333333333333,A+
981177,982100,91,96,92,279,93.0,A+
981241,172824,91,92,90,273,91.0,A+
981392,515850,90,98,90,278,92.66666666666667,A+
981634,420574,83,95,95,273,91.0,A+
981671,448968,100,95,83,278,92.66666666666667,A+
981882,140848,84,97,98,279,93.0,A+
981983,147023,76,100,96,272,90.66666666666667,A+
982196,666575,98,80,93,271,90.33333333333333,A+
982265,831320,87,94,93,274,91.33333333333333,A+
982343,813057,86,89,97,272,90.66666666666667,A+
982496,545699,97,95,89,281,93.66666666666667,A+
982762,166331,91,92,87,270,90.0,A+
982786,289415,94,83,93,270,90.0,A+
983233,526037,88,93,95,276,92.0,A+
983249,529222,90,100,88,278,92.66666666666667,A+
983283,73477,95,94,94,283,94.33333333333333,A+
983285,74246,95,95,82,272,90.66666666666667,A+
983375,267006,95,86,92,273,91.0,A+
983467,665292,92,91,98,281,93.66666666666667,A+
983499,583742,94,89,98,281,93.66666666666667,A+
983509,496340,99,96,87,282,94.0,A+
983729,532420,94,83,93,270,90.0,A+
983747,891513,95,97,88,280,93.33333333333333,A+
983963,501011,97,91,82,270,90.0,A+
984400,253494,95,84,98,277,92.33333333333333,A+
984488,772617,100,100,79,279,93.0,A+
984572,911574,91,88,93,272,90.66666666666667,A+
985048,655833,85,98,89,272,90.66666666666667,A+
985065,320119,97,100,89,286,95.33333333333333,A+
985244,871496,92,85,93,270,90.0,A+
985308,91036,87,100,94,281,93.66666666666667,A+
985333,397958,85,99,89,273,91.0,A+
985729,22577,88,97,100,285,95.0,A+
986387,171639,91,93,94,278,92.66666666666667,A+
986585,463238,91,95,88,274,91.33333333333333,A+
986660,815154,94,86,94,274,91.33333333333333,A+
986907,83467,96,99,95,290,96.66666666666667,A+
986950,676015,93,97,92,282,94.0,A+
986982,923753,82,90,99,271,90.33333333333333,A+
987315,64929,96,98,87,281,93.66666666666667,A+
987326,494561,99,97,93,289,96.33333333333333,A+
987354,798286,93,80,97,270,90.0,A+
987411,99511,77,98,96,271,90.33333333333333,A+
987854,241950,98,93,86,277,92.33333333333333,A+
987963,530237,98,97,91,286,95.33333333333333,A+
988516,498486,95,82,95,272,90.66666666666667,A+
988813,815447,97,97,85,279,93.0,A+
988828,947880,98,83,100,281,93.66666666666667,A+
989040,777632,97,90,94,281,93.66666666666667,A+
989109,890866,83,87,100,270,90.0,A+
989212,491168,98,92,97,287,95.66666666666667,A+
989302,827382,88,100,92,280,93.33333333333333,A+
989347,744615,92,100,82,274,91.33333333333333,A+
989423,158792,92,93,86,271,90.33333333333333,A+
989515,447990,100,95,91,286,95.33333333333333,A+
989523,805274,87,90,97,274,91.33333333333333,A+
989690,738808,97,85,98,280,93.33333333333333,A+
989962,139093,98,79,93,270,90.0,A+
990273,329229,96,98,80,274,91.33333333333333,A+
990277,474555,92,100,80,272,90.66666666666667,A+
990298,749734,88,90,99,277,92.33333333333333,A+
990446,801080,86,86,99,271,90.33333333333333,A+
990586,601552,95,94,92,281,93.66666666666667,A+
990785,106541,95,99,82,276,92.0,A+
990973,481470,100,97,87,284,94.66666666666667,A+
991140,192555,100,93,91,284,94.66666666666667,A+
991265,253739,95,84,96,275,91.66666666666667,A+
991290,425612,93,99,86,278,92.66666666666667,A+
991366,962547,91,93,98,282,94.0,A+
991516,884336,98,75,99,272,90.66666666666667,A+
991993,893880,93,92,100,285,95.0,A+
992376,167627,100,90,82,272,90.66666666666667,A+
992706,971266,81,92,99,272,90.66666666666667,A+
992729,236294,98,92,80,270,90.0,A+
992731,278807,95,87,100,282,94.0,A+
992901,914655,93,95,84,272,90.66666666666667,A+
993002,490043,81,96,95,272,90.66666666666667,A+
993149,572742,78,96,96,270,90.0,A+
993409,507921,81,99,97,277,92.33333333333333,A+
993526,223199,97,88,94,279,93.0,A+
993551,978010,90,92,96,278,92.66666666666667,A+
993918,481037,97,86,100,283,94.33333333333333,A+
994122,787721,89,95,100,284,94.66666666666667,A+
994454,1036656,96,87,96,279,93.0,A+
994912,1028555,88,90,93,271,90.33333333333333,A+
995047,504748,98,92,99,289,96.33333333333333,A+
995209,1028561,97,89,90,276,92.0,A+
995401,695581,96,77,99,272,90.66666666666667,A+
995466,944076,91,90,98,279,93.0,A+
995706,128528,93,95,96,284,94.66666666666667,A+
995816,915933,98,79,100,277,92.33333333333333,A+
996080,175417,93,100,84,277,92.33333333333333,A+
996582,439394,83,98,95,276,92.0,A+
996583,4876,88,95,87,270,90.0,A+
996895,826643,95,89,96,280,93.33333333333333,A+
997049,1038900,98,94,91,283,94.33333333333333,A+
997884,466198,89,88,97,274,91.33333333333333,A+
998006,419223,93,98,86,277,92.33333333333333,A+
998056,850585,93,85,93,271,90.33333333333333,A+
999040,519445,97,93,88,278,92.66666666666667,A+
999272,400918,83,93,99,275,91.66666666666667,A+
999366,375960,92,89,94,275,91.66666666666667,A+
999719,965231,90,90,95,275,91.66666666666667,A+
999851,527052,96,90,98,284,94.66666666666667,A+
1000374,36187,79,98,99,276,92.0,A+
1000481,71019,84,88,99,271,90.33333333333333,A+
1000662,758372,100,98,91,289,96.33333333333333,A+
1000719,347162,94,91,92,277,92.33333333333333,A+
1000989,682160,93,98,95,286,95.33333333333333,A+
1001191,471340,99,91,91,281,93.66666666666667,A+
1001225,530377,98,97,87,282,94.0,A+
1001471,783777,97,91,96,284,94.66666666666667,A+
1001494,1037640,90,97,90,277,92.33333333333333,A+
1002272,67400,94,92,100,286,95.33333333333333,A+
1002385,718001,97,84,100,281,93.66666666666667,A+
1002488,1001762,100,99,85,284,94.66666666666667,A+
1002536,305170,96,93,82,271,90.33333333333333,A+
1002578,926199,75,97,100,272,90.66666666666667,A+
1002710,819428,98,99,100,297,99.0,A+
1002851,133652,91,88,93,272,90.66666666666667,A+
1003375,564464,85,87,99,271,90.33333333333333,A+
1003605,306876,95,89,88,272,90.66666666666667,A+
1003880,820149,95,89,94,278,92.66666666666667,A+
